conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_text,label
2004452144645095636,2025-12-26T07:20:06.000Z,74,babu! ada ga sih karakter genshin yg canonically pengen warnain rambut? tb tb kepikiran 😭😭😭 klau gaada mnurut kalian siapa yg cocok ganti warna rambut? 🤔 https://t.co/ZMV8X6kSyo,2004452144645095636,https://pbs.twimg.com/media/G9E-mmBWIAAjCBt.jpg,,in,,3,9,3,https://x.com/babufess/status/2004452144645095636,1373592890916491266,babufess,babu ada ga sih karakter genshin yg canonically pengen warnain rambut tb tb kepikiran klau gaada mnurut kalian siapa yg cocok ganti warna rambut,negatif
2006277918859632758,2025-12-31T08:15:05.000Z,32,"Halo babu! Ada kah yang mau ikut bergabung? Bisa buat cari partner co-op, minta tolong ke sesama, atau temen ngobrol seputaran genshin! linknya menyusul ya babu, lat aja kalau tertatik ;3 https://t.co/FVDsdDyBOA",2006277918859632758,https://pbs.twimg.com/media/G9e7IrPWQAAIF5X.jpg,,in,,0,44,0,https://x.com/babufess/status/2006277918859632758,1373592890916491266,babufess,halo babu ada kah yang mau ikut bergabung bisa buat cari partner coop minta tolong ke sesama atau temen ngobrol seputaran genshin linknya menyusul ya babu lat aja kalau tertatik,negatif
2003047876339876233,2025-12-22T10:20:03.000Z,21,babu! cungg yg masih main genshin di device 128gb 😄☝🏻 atw kalian udah nambah game lagi??,2003047876339876233,,,in,,18,33,2,https://x.com/babufess/status/2003047876339876233,1373592890916491266,babufess,babu cungg yg masih main genshin di device gb atw kalian udah nambah game lagi,negatif
2003684585490493555,2025-12-24T04:30:06.000Z,12,"Aloo babu! Sender baru kambek genshin setelah 2 taun pensi dan abis gacha durin, udah ga effort buat bukain nodkrai tapi butuh mats up chara + weapnya (fatui + scion), kira2 ada yg berkenan sender tumpangin wlnya gak ya😭 gebuk2 bareng gitu, makasii🌻 https://t.co/GT3ur0uhNg",2003684585490493555,https://pbs.twimg.com/media/G86EgvKXoAAQ7UZ.jpg,,in,,0,15,0,https://x.com/babufess/status/2003684585490493555,1373592890916491266,babufess,aloo babu sender baru kambek genshin setelah taun pensi dan abis gacha durin udah ga effort buat bukain nodkrai tapi butuh mats up chara weapnya fatui scion kira ada yg berkenan sender tumpangin wlnya gak ya gebuk bareng gitu makasii,negatif
2003436692070424682,2025-12-23T12:05:04.000Z,2,"babu! mau minta saran, jadi sender baru main genshin di banner durin dan belum punya incaran character tetap. adakah saran chr buat newbie? terutama di banner sekarang atau biarin aja dulu🤔",2003436692070424682,,,in,,0,11,0,https://x.com/babufess/status/2003436692070424682,1373592890916491266,babufess,babu mau minta saran jadi sender baru main genshin di banner durin dan belum punya incaran character tetap adakah saran chr buat newbie terutama di banner sekarang atau biarin aja dulu,negatif
2003770151817064869,2025-12-24T10:10:07.000Z,28,babu! seru banget sender akhirnya dapat kue pertama di genshin... 🌷 https://t.co/kOlrJQe4yL,2003770151817064869,https://pbs.twimg.com/media/G87SVYlWYAAgu7Z.jpg,,in,,0,15,1,https://x.com/babufess/status/2003770151817064869,1373592890916491266,babufess,babu seru banget sender akhirnya dapat kue pertama di genshin,positif
2002589849614762049,2025-12-21T04:00:01.000Z,152,"#GenshinImpact #HBD #Dori 
Selamat Ulang Tahun, Dori!

Promo hari ini: Dapatkan ""Peti Misteri Pasti Untung!"" selagi persediaan masih ada!
Gimana, tertarik kan? Percaya deh, banyak barang-barang berharga di dalam peti-peti ini ....
Katanya ada yang hoki banget dapat ""Kupon https://t.co/gBmVFWuSmd",2002589849614762049,https://pbs.twimg.com/media/G8qOjgZWAAAdvQU.jpg,,in,,4,2,31,https://x.com/GenshinImpactID/status/2002589849614762049,1605460246645772288,GenshinImpactID,selamat ulang tahun dori promo hari ini dapatkan peti misteri pasti untung selagi persediaan masih ada gimana tertarik kan percaya deh banyak barangbarang berharga di dalam petipeti ini katanya ada yang hoki banget dapat kupon,positif
2003839367182213457,2025-12-24T14:45:09.000Z,156,Babu! Sender demen banget sama genre art genshin yang satu ini 😔🫰 https://t.co/GxyHzXIbHn,2003839367182213457,https://pbs.twimg.com/media/G88RSNAXYAAI6ka.jpg,,in,,2,3,5,https://x.com/babufess/status/2003839367182213457,1373592890916491266,babufess,babu sender demen banget sama genre art genshin yang satu ini,positif
2003086885791395881,2025-12-22T12:55:03.000Z,1,pakai cloud main genshin banyak makan kuota ga? babu!,2003086885791395881,,,in,,0,14,0,https://x.com/babufess/status/2003086885791395881,1373592890916491266,babufess,pakai cloud main genshin banyak makan kuota ga babu,positif
2003135970456006960,2025-12-22T16:10:06.000Z,511,"cw // bxg only

menurut kalian ship hetero genshin apa gess yg cocok sm ini babu! 😭 https://t.co/MDh9gXqBHO",2003135970456006960,https://pbs.twimg.com/media/G8yRjLIXYAQ1xVm.jpg,,in,,43,41,28,https://x.com/babufess/status/2003135970456006960,1373592890916491266,babufess,cw bxg only menurut kalian ship hetero genshin apa gess yg cocok sm ini babu,negatif
2002952235626500352,2025-12-22T04:00:00.000Z,337,"#GenshinImpact #HBD #Gaming 
Selamat Ulang Tahun, Gaming!

Wah, kaget!
Untung aku ada latihan postur. Kalau enggak, aku sudah nyungsep bareng tumpukan hadiah-hadiah ini.
Jangan khawatir, aku sudah bertahun-tahun jadi pengawal. ""Pengawal Terbaik"" tuh bukan cuma gelar pajangan loh https://t.co/JbX25qZq7d",2002952235626500352,https://pbs.twimg.com/media/G8vbWaWXcAICXa1.jpg,,in,,14,2,89,https://x.com/GenshinImpactID/status/2002952235626500352,1605460246645772288,GenshinImpactID,selamat ulang tahun gaming wah kaget untung aku ada latihan postur kalau enggak aku sudah nyungsep bareng tumpukan hadiahhadiah ini jangan khawatir aku sudah bertahuntahun jadi pengawal pengawal terbaik tuh bukan cuma gelar pajangan loh,positif
2005515400860012645,2025-12-29T05:45:06.000Z,8,"babu! cw // mentioning HSR

wdyt klo genshin bikin QOL farm arte kayak HSR begini, tapi musuhnya jadi bbrp wave? https://t.co/4GzGChKc43",2005515400860012645,https://pbs.twimg.com/media/G9UFoOaWUAAf2St.jpg,,in,,3,5,1,https://x.com/babufess/status/2005515400860012645,1373592890916491266,babufess,babu cw mentioning hsr wdyt klo genshin bikin qol farm arte kayak hsr begini tapi musuhnya jadi bbrp wave,negatif
2004174043600036343,2025-12-25T12:55:02.000Z,1,"Babu! Hai hello! Sender baru main genshin lagi setelah pensi, jadi temennya dikit, ada yang mau temenen ga? Nanti sender add ingame :33 Thankies! ^^",2004174043600036343,,,in,,0,32,0,https://x.com/babufess/status/2004174043600036343,1373592890916491266,babufess,babu hai hello sender baru main genshin lagi setelah pensi jadi temennya dikit ada yang mau temenen ga nanti sender add ingame thankies,negatif
2003663196792520806,2025-12-24T03:05:07.000Z,86,"cw // garem (jaga2)
babu! ada yang pernah menang ga offi acc genshin gak ya? penasaran ini beneran dikirim atau ngga karena isi formnya lumayan sensitif datanya https://t.co/FKfhTaxr1Z",2003663196792520806,https://pbs.twimg.com/media/G85xDt5XcAEH1A8.jpg,,in,,4,23,0,https://x.com/babufess/status/2003663196792520806,1373592890916491266,babufess,cw garem jaga babu ada yang pernah menang ga offi acc genshin gak ya penasaran ini beneran dikirim atau ngga karena isi formnya lumayan sensitif datanya,negatif
2002589849400803412,2025-12-21T04:00:01.000Z,223,"#GenshinImpact #HBD #Dori 
Selamat Ulang Tahun, Dori!

""Hoho~ Nona Skirk bawa barang lagi? Tidak masalah, aku borong semua! Harga jelas enggak neko-neko~"" https://t.co/Rugizj7mpl",2002589849400803412,https://pbs.twimg.com/media/G8qP7WCXMAAVlP-.jpg,,in,,0,1,34,https://x.com/GenshinImpactID/status/2002589849400803412,1605460246645772288,GenshinImpactID,selamat ulang tahun dori hoho nona skirk bawa barang lagi tidak masalah aku borong semua harga jelas enggak nekoneko,positif
2005249911227297919,2025-12-28T12:10:09.000Z,13,helloooo! ^_&lt; akuu baru balik main genshin dan mau cari kawanbabu atau co-op buddies yang ngga masalah mau bantu gebuk-gebuk... :D ⭐️ kindly read my fcv below! &lt;3 homophobic n 02 voters dni please! 🖐🏻‼️ https://t.co/H27iNAO9KK,2005249911227297919,https://pbs.twimg.com/media/G9QUKpHXMAENWax.jpg,,in,,1,48,0,https://x.com/babufess/status/2005249911227297919,1373592890916491266,babufess,helloooo lt akuu baru balik main genshin dan mau cari kawanbabu atau coop buddies yang ngga masalah mau bantu gebukgebuk d kindly read my fcv below lt homophobic n voters dni please,negatif
2005263743546954011,2025-12-28T13:05:07.000Z,3,"haloo sender baru comback lagi main genshin sekalian mau cari kawanbabu dan moots in game buat bantu sender ngalahin musuh2 buat up character 😭😞💔, (anw akun sender semi rant + lil bit kpop) dni: mainly ship account, zionist, basic dni criteria https://t.co/4C8e0exA9t",2005263743546954011,https://pbs.twimg.com/media/G9Qgv12W0AEYG_F.jpg,,in,,0,24,0,https://x.com/babufess/status/2005263743546954011,1373592890916491266,babufess,haloo sender baru comback lagi main genshin sekalian mau cari kawanbabu dan moots in game buat bantu sender ngalahin musuh buat up character anw akun sender semi rant lil bit kpop dni mainly ship account zionist basic dni criteria,negatif
2006213726060376554,2025-12-31T04:00:00.000Z,858,"#GenshinImpact #HBD #Zhongli 
Selamat Ulang Tahun, Zhongli!

Seni membentuk adonan memang terkenal di Liyue, bahkan sosok para Adeptus pun bisa dibuat begitu menyerupai aslinya.
Perhatikan alis dan mata Guoba. Meski hanya dari adonan sederhana, karakternya tepat sasaran. https://t.co/WAj1oQwPII",2006213726060376554,https://pbs.twimg.com/media/G9dt_rHXYAA3He2.jpg,,in,,55,14,278,https://x.com/GenshinImpactID/status/2006213726060376554,1605460246645772288,GenshinImpactID,selamat ulang tahun zhongli seni membentuk adonan memang terkenal di liyue bahkan sosok para adeptus pun bisa dibuat begitu menyerupai aslinya perhatikan alis dan mata guoba meski hanya dari adonan sederhana karakternya tepat sasaran,positif
2003397699895230882,2025-12-23T09:30:07.000Z,103,"babu! buat yg baru-baru maen ataupun yg udah sepuh, mau tau dongg apa yang ngebuat kalian masih tetep stay main genshin di tengah gempuran game-game lain? https://t.co/1zvrzOtRzc",2003397699895230882,https://pbs.twimg.com/media/G81_l2NWsAAlZgH.jpg,,in,,93,163,6,https://x.com/babufess/status/2003397699895230882,1373592890916491266,babufess,babu buat yg barubaru maen ataupun yg udah sepuh mau tau dongg apa yang ngebuat kalian masih tetep stay main genshin di tengah gempuran gamegame lain,negatif
2044193471016108198,2026-04-14T23:17:57.000Z,528,Dude https://t.co/WRtN0oyX6t,2044193471016108198,https://pbs.twimg.com/media/HF5vHpAWkAAL4lb.png,,en,,20,23,5,https://x.com/jaxonfiles_/status/2044193471016108198,1963452262166269953,jaxonfiles_,dude,negatif
2004740249260335488,2025-12-27T02:24:56.000Z,99,"Penjelasan Masalah Gagal Log In

Dear Traveler,
Karena terjadi permasalahan pada layanan X , beberapa Traveler menjadi tidak dapat log in ke dalam game secara normal.

Setelah masalah diperbaiki, kami akan langsung menginformasikan kepada seluruh Traveler atas tindakan apa yang https://t.co/2dONuh3qKF",2004740249260335488,https://pbs.twimg.com/media/G9JEognWoAAZNDb.jpg,,in,,2,4,4,https://x.com/GenshinImpactID/status/2004740249260335488,1605460246645772288,GenshinImpactID,penjelasan masalah gagal log in dear traveler karena terjadi permasalahan pada layanan x beberapa traveler menjadi tidak dapat log in ke dalam game secara normal setelah masalah diperbaiki kami akan langsung menginformasikan kepada seluruh traveler atas tindakan apa yang,negatif
2001658738193637460,2025-12-18T14:20:06.000Z,85,"Halo babu! Kebetulan aku baru buat server nih. Ada kah yang mau masuk? Bisa buat cari partner co-op, minta tolong ke sesama, atau temen ngobrol seputaran genshin! Kalau tertarik LAT ya, nanti aku ketuk dmnya :3 https://t.co/aThlLSFPT8",2001658738193637460,https://pbs.twimg.com/media/G8dSA9WWAAA0lb1.jpg,,in,,2,151,1,https://x.com/babufess/status/2001658738193637460,1373592890916491266,babufess,halo babu kebetulan aku baru buat server nih ada kah yang mau masuk bisa buat cari partner coop minta tolong ke sesama atau temen ngobrol seputaran genshin kalau tertarik lat ya nanti aku ketuk dmnya,negatif
2002310517914804625,2025-12-20T09:30:03.000Z,11,"babu! menurut kalian char genshin kalau jadi musim bakal jdi musim apa?

Sender first : Kazuha autumn🍁",2002310517914804625,,,in,,6,22,1,https://x.com/babufess/status/2002310517914804625,1373592890916491266,babufess,babu menurut kalian char genshin kalau jadi musim bakal jdi musim apa sender first kazuha autumn,negatif
2003036567552561605,2025-12-22T09:35:06.000Z,123,babu! izin bertanya klo spec laptopnya gini kuat main genshin ga ya? ty! https://t.co/a8SFatE8lf,2003036567552561605,https://pbs.twimg.com/media/G8w3JIrXQAAkuRg.jpg,,in,,6,41,0,https://x.com/babufess/status/2003036567552561605,1373592890916491266,babufess,babu izin bertanya klo spec laptopnya gini kuat main genshin ga ya ty,negatif
2002631382757957671,2025-12-21T06:45:03.000Z,3,"babu! cw // rant , ngeluh , spoiler story quest event (jaga-jaga)

story quest event genshin kali ini lama bgt, padahal udah tap2 buat skip tp sampe 20-30 menit sendiri. pls hoyo adain fitur skip story yang gak berkaitan sama AQ 😭😭",2002631382757957671,,,in,,4,2,0,https://x.com/babufess/status/2002631382757957671,1373592890916491266,babufess,babu cw rant ngeluh spoiler story quest event jagajaga story quest event genshin kali ini lama bgt padahal udah tap buat skip tp sampe menit sendiri pls hoyo adain fitur skip story yang gak berkaitan sama aq,negatif
2001618475186311631,2025-12-18T11:40:07.000Z,32,"babu! cw // kpop, hc

guys menurut kalian cowo genshin stan gg apa 🧍‍♀️ boleh nambahin chara dan gg lain yg ga ada di sini (misal : rerir, capitano) https://t.co/WbwEdahHJg",2001618475186311631,https://pbs.twimg.com/media/G8ctZR8XYAAP_fN.jpg,,in,,16,24,3,https://x.com/babufess/status/2001618475186311631,1373592890916491266,babufess,babu cw kpop hc guys menurut kalian cowo genshin stan gg apa boleh nambahin chara dan gg lain yg ga ada di sini misal rerir capitano,negatif
2002720721592635516,2025-12-21T12:40:03.000Z,4,Babu! Yang main genshin pake controller boleh tau gak merknya apa? Sender rencana mau pake controller tapi takut gak nyambung ke game nya,2002720721592635516,,,in,,0,16,0,https://x.com/babufess/status/2002720721592635516,1373592890916491266,babufess,babu yang main genshin pake controller boleh tau gak merknya apa sender rencana mau pake controller tapi takut gak nyambung ke game nya,negatif
2001993428297515216,2025-12-19T12:30:03.000Z,3,babu! ada yang pake cloud onetap buat main genshin? aman ngga?,2001993428297515216,,,in,,0,6,0,https://x.com/babufess/status/2001993428297515216,1373592890916491266,babufess,babu ada yang pake cloud onetap buat main genshin aman ngga,positif
2001565600376586745,2025-12-18T08:10:01.000Z,92,"#GenshinLunaIII #GenshinImpact 
Preview Event Versi Candra III ""Puisi Malam dari Ujung Utara"" - Edisi 2

Halo Traveler semua! Yuk kita lihat sama-sama event apa saja yang akan dibuka dalam waktu dekat!
* Silakan kunjungi pengumuman Versi Candra III untuk detailnya

Lihat di sini https://t.co/4MNLTNbApI",2001565600376586745,https://pbs.twimg.com/media/G8YFNARW0AQ0T6e.jpg,,in,,4,2,23,https://x.com/GenshinImpactID/status/2001565600376586745,1605460246645772288,GenshinImpactID,preview event versi candra iii puisi malam dari ujung utara edisi halo traveler semua yuk kita lihat samasama event apa saja yang akan dibuka dalam waktu dekat silakan kunjungi pengumuman versi candra iii untuk detailnya lihat di sini,positif
2001563080740761710,2025-12-18T08:00:00.000Z,239,"#GenshinImpact #Varesa #Xilonen 
Pengumuman Event Permohonan ""Candra III"": Edisi 2

Dear Traveler, Event Permohonan ""Perjamuan Tanduk Beradu"", ""Karunia Api Penempa"", dan ""Epitome Invocation"" akan hadir pada 23 Desember!

Lihat Informasi Lebih Lanjut: https://t.co/e54wPHZ4R5 https://t.co/4LqGMPs4Q3",2001563080740761710,https://pbs.twimg.com/media/G8a-mYfXEAAVb7Z.jpg,,in,,33,5,33,https://x.com/GenshinImpactID/status/2001563080740761710,1605460246645772288,GenshinImpactID,pengumuman event permohonan candra iii edisi dear traveler event permohonan perjamuan tanduk beradu karunia api penempa dan epitome invocation akan hadir pada desember lihat informasi lebih lanjut,positif
2002202303885877313,2025-12-20T02:20:03.000Z,0,"Babu! Ada yang ke event tomoro x genshin surabaya hari ini?? Sender sendirian... worry not sender bawa jajan kita bisa sharing! Kalau mau dijemput  juga, ayooo.",2002202303885877313,,,in,,0,2,0,https://x.com/babufess/status/2002202303885877313,1373592890916491266,babufess,babu ada yang ke event tomoro x genshin surabaya hari ini sender sendirian worry not sender bawa jajan kita bisa sharing kalau mau dijemput juga ayooo,negatif
2001983376274714761,2025-12-19T11:50:06.000Z,265,"Babu! Menurut kalian masakan di Genshin yang bisa direcook tuh apa aja gusy?
Pic pemanis https://t.co/Kafa7jNUiF",2001983376274714761,https://pbs.twimg.com/media/G8h5RUIXEAAl-5p.jpg,,in,,16,29,10,https://x.com/babufess/status/2001983376274714761,1373592890916491266,babufess,babu menurut kalian masakan di genshin yang bisa direcook tuh apa aja gusy pic pemanis,negatif
2001865074302935514,2025-12-19T04:00:01.000Z,274,"#GenshinImpact #HBD #Layla 
Selamat Ulang Tahun, Layla!

""Ugh, tesis ... penelitian ....""
""Semuanya akan beres, jangan khawatir. Nona Layla, silakan pejamkan mata ... rilekskan tubuh ... otot-otot wajah ... alis ... rasakan sedikit hangat di antara alis ... lalu rilekskan bahumu https://t.co/iNLXkg8L8H",2001865074302935514,https://pbs.twimg.com/media/G8f8SwJXQAA73AH.jpg,,in,,11,1,64,https://x.com/GenshinImpactID/status/2001865074302935514,1605460246645772288,GenshinImpactID,selamat ulang tahun layla ugh tesis penelitian semuanya akan beres jangan khawatir nona layla silakan pejamkan mata rilekskan tubuh otototot wajah alis rasakan sedikit hangat di antara alis lalu rilekskan bahumu,negatif
