"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"2006347129799704606","2025-12-31T12:50:06.000Z","193","Babu! cw // crossover hsr

Kalau di hsr ada relic eagle yang OP bisa dipake banyak karakter, kalau di genshin arte apa yang valuenya kaya eagle? https://t.co/ACteHF5eZB","2006347129799704606","https://pbs.twimg.com/media/G9f6FOsXgAAtmED.jpg","","in","","7","25","11","https://x.com/babufess/status/2006347129799704606","1373592890916491266","babufess"
"2004740249260335488","2025-12-27T03:07:08.000Z","12","Dear Traveler, permasalahan login telah diperbaiki, game dapat dimainkan dengan normal setelah log in kembali. Terima kasih untuk kesabaran dan dukungan para Traveler, dan kami mohon maaf atas ketidaknyamanan yang ditimbulkan.

Untuk mencegah kemungkinan masalah login akun","2004750868185333787","","GenshinImpactID","in","","0","0","0","https://x.com/GenshinImpactID/status/2004750868185333787","1605460246645772288","GenshinImpactID"
"2005112744073122252","2025-12-28T03:05:06.000Z","926","Babu! Imagine, Genshin ngadain fitur skip tapi harus punya Varka https://t.co/rKQpCdsUxa","2005112744073122252","https://pbs.twimg.com/media/G9OXag6WoAEuHh8.jpg","","in","","40","14","69","https://x.com/babufess/status/2005112744073122252","1373592890916491266","babufess"
"2006444000048234547","2025-12-31T19:15:02.000Z","28","babu! new year new device.. amin.. rekomendasikan device dong, rencana nya mau bli antara ipad 11 (256) / mipad 7 pro (512) mending mana ya? harga bedanya ga bgtu jauh dan buat main game lain juga (lds, wwa) yg pasti utama genshin sih hehe.. tia!","2006444000048234547","","","in","","2","10","2","https://x.com/babufess/status/2006444000048234547","1373592890916491266","babufess"
"2004113664794579222","2025-12-25T08:55:06.000Z","449","Babu! Mengingatkan aja buat artist / cosplayer genshin mending mulai dari sekarang post foto pake format gif saja, karena Ai makin meresahkan bisa edit foto orang dari postingan tweet

Bisa jadi bahan fitnah, sekian https://t.co/ER8N3nMaWz","2004113664794579222","https://pbs.twimg.com/media/G9AKwa-XEAAAYss.jpg","","in","","5","8","33","https://x.com/babufess/status/2004113664794579222","1373592890916491266","babufess"
"2005544341658321061","2025-12-29T07:40:06.000Z","1","Greetings~ katanya jalan di teyvat lebih seru kalau ditemani, hm?
jadi aku mencari kawanbabu, semoga kita cocok ✨

akunku unlab 21+ AR60. suka bahas genshin, game lain &amp; random talk.
terbuka semua akun asalkan bukan minor, homophobic, zionis, 02v yaa.

Thank you darl~🤍 https://t.co/xcn7XRZrKv","2005544341658321061","https://pbs.twimg.com/media/G9Uf804WYAA1VnH.jpg","","in","","0","29","0","https://x.com/babufess/status/2005544341658321061","1373592890916491266","babufess"
"2006262832233386251","2025-12-31T07:15:08.000Z","0","tehe! apa wishlist kalian di genshin buat tahun 2026","2006262832233386251","","","in","","3","9","1","https://x.com/paimonfess/status/2006262832233386251","1318848121498075136","paimonfess"
"2004452144645095636","2025-12-26T07:20:06.000Z","74","babu! ada ga sih karakter genshin yg canonically pengen warnain rambut? tb tb kepikiran 😭😭😭 klau gaada mnurut kalian siapa yg cocok ganti warna rambut? 🤔 https://t.co/ZMV8X6kSyo","2004452144645095636","https://pbs.twimg.com/media/G9E-mmBWIAAjCBt.jpg","","in","","3","9","3","https://x.com/babufess/status/2004452144645095636","1373592890916491266","babufess"
"2006277918859632758","2025-12-31T08:15:05.000Z","32","Halo babu! Ada kah yang mau ikut bergabung? Bisa buat cari partner co-op, minta tolong ke sesama, atau temen ngobrol seputaran genshin! linknya menyusul ya babu, lat aja kalau tertatik ;3 https://t.co/FVDsdDyBOA","2006277918859632758","https://pbs.twimg.com/media/G9e7IrPWQAAIF5X.jpg","","in","","0","44","0","https://x.com/babufess/status/2006277918859632758","1373592890916491266","babufess"
"2003047876339876233","2025-12-22T10:20:03.000Z","21","babu! cungg yg masih main genshin di device 128gb 😄☝🏻 atw kalian udah nambah game lagi??","2003047876339876233","","","in","","18","33","2","https://x.com/babufess/status/2003047876339876233","1373592890916491266","babufess"
"2003684585490493555","2025-12-24T04:30:06.000Z","12","Aloo babu! Sender baru kambek genshin setelah 2 taun pensi dan abis gacha durin, udah ga effort buat bukain nodkrai tapi butuh mats up chara + weapnya (fatui + scion), kira2 ada yg berkenan sender tumpangin wlnya gak ya😭 gebuk2 bareng gitu, makasii🌻 https://t.co/GT3ur0uhNg","2003684585490493555","https://pbs.twimg.com/media/G86EgvKXoAAQ7UZ.jpg","","in","","0","15","0","https://x.com/babufess/status/2003684585490493555","1373592890916491266","babufess"
"2003436692070424682","2025-12-23T12:05:04.000Z","2","babu! mau minta saran, jadi sender baru main genshin di banner durin dan belum punya incaran character tetap. adakah saran chr buat newbie? terutama di banner sekarang atau biarin aja dulu🤔","2003436692070424682","","","in","","0","11","0","https://x.com/babufess/status/2003436692070424682","1373592890916491266","babufess"
"2003088141784162496","2025-12-22T13:00:03.000Z","23","babu! random thought tapi dari 100+ chara genshin belum ada yg ultahnya sama kaya sender, apa harus nunggu ada 365 chara genshin baru ketemu kembaran","2003088141784162496","","","in","","17","22","2","https://x.com/babufess/status/2003088141784162496","1373592890916491266","babufess"
"2003770151817064869","2025-12-24T10:10:07.000Z","28","babu! seru banget sender akhirnya dapat kue pertama di genshin... 🌷 https://t.co/kOlrJQe4yL","2003770151817064869","https://pbs.twimg.com/media/G87SVYlWYAAgu7Z.jpg","","in","","0","15","1","https://x.com/babufess/status/2003770151817064869","1373592890916491266","babufess"
"2002589849614762049","2025-12-21T04:00:01.000Z","152","#GenshinImpact #HBD #Dori 
Selamat Ulang Tahun, Dori!

Promo hari ini: Dapatkan ""Peti Misteri Pasti Untung!"" selagi persediaan masih ada!
Gimana, tertarik kan? Percaya deh, banyak barang-barang berharga di dalam peti-peti ini ....
Katanya ada yang hoki banget dapat ""Kupon https://t.co/gBmVFWuSmd","2002589849614762049","https://pbs.twimg.com/media/G8qOjgZWAAAdvQU.jpg","","in","","4","2","31","https://x.com/GenshinImpactID/status/2002589849614762049","1605460246645772288","GenshinImpactID"
"2003839367182213457","2025-12-24T14:45:09.000Z","156","Babu! Sender demen banget sama genre art genshin yang satu ini 😔🫰 https://t.co/GxyHzXIbHn","2003839367182213457","https://pbs.twimg.com/media/G88RSNAXYAAI6ka.jpg","","in","","2","3","5","https://x.com/babufess/status/2003839367182213457","1373592890916491266","babufess"
"2003086885791395881","2025-12-22T12:55:03.000Z","1","pakai cloud main genshin banyak makan kuota ga? babu!","2003086885791395881","","","in","","0","14","0","https://x.com/babufess/status/2003086885791395881","1373592890916491266","babufess"
"2003135970456006960","2025-12-22T16:10:06.000Z","511","cw // bxg only

menurut kalian ship hetero genshin apa gess yg cocok sm ini babu! 😭 https://t.co/MDh9gXqBHO","2003135970456006960","https://pbs.twimg.com/media/G8yRjLIXYAQ1xVm.jpg","","in","","43","41","28","https://x.com/babufess/status/2003135970456006960","1373592890916491266","babufess"
"2002952235626500352","2025-12-22T04:00:00.000Z","337","#GenshinImpact #HBD #Gaming 
Selamat Ulang Tahun, Gaming!

Wah, kaget!
Untung aku ada latihan postur. Kalau enggak, aku sudah nyungsep bareng tumpukan hadiah-hadiah ini.
Jangan khawatir, aku sudah bertahun-tahun jadi pengawal. ""Pengawal Terbaik"" tuh bukan cuma gelar pajangan loh https://t.co/JbX25qZq7d","2002952235626500352","https://pbs.twimg.com/media/G8vbWaWXcAICXa1.jpg","","in","","14","2","89","https://x.com/GenshinImpactID/status/2002952235626500352","1605460246645772288","GenshinImpactID"
"2005515400860012645","2025-12-29T05:45:06.000Z","8","babu! cw // mentioning HSR

wdyt klo genshin bikin QOL farm arte kayak HSR begini, tapi musuhnya jadi bbrp wave? https://t.co/4GzGChKc43","2005515400860012645","https://pbs.twimg.com/media/G9UFoOaWUAAf2St.jpg","","in","","3","5","1","https://x.com/babufess/status/2005515400860012645","1373592890916491266","babufess"
"2004174043600036343","2025-12-25T12:55:02.000Z","1","Babu! Hai hello! Sender baru main genshin lagi setelah pensi, jadi temennya dikit, ada yang mau temenen ga? Nanti sender add ingame :33 Thankies! ^^","2004174043600036343","","","in","","0","32","0","https://x.com/babufess/status/2004174043600036343","1373592890916491266","babufess"
"2003663196792520806","2025-12-24T03:05:07.000Z","86","cw // garem (jaga2)
babu! ada yang pernah menang ga offi acc genshin gak ya? penasaran ini beneran dikirim atau ngga karena isi formnya lumayan sensitif datanya https://t.co/FKfhTaxr1Z","2003663196792520806","https://pbs.twimg.com/media/G85xDt5XcAEH1A8.jpg","","in","","4","23","0","https://x.com/babufess/status/2003663196792520806","1373592890916491266","babufess"
"2002589849400803412","2025-12-21T04:00:01.000Z","223","#GenshinImpact #HBD #Dori 
Selamat Ulang Tahun, Dori!

""Hoho~ Nona Skirk bawa barang lagi? Tidak masalah, aku borong semua! Harga jelas enggak neko-neko~"" https://t.co/Rugizj7mpl","2002589849400803412","https://pbs.twimg.com/media/G8qP7WCXMAAVlP-.jpg","","in","","0","1","34","https://x.com/GenshinImpactID/status/2002589849400803412","1605460246645772288","GenshinImpactID"
"2005249911227297919","2025-12-28T12:10:09.000Z","13","helloooo! ^_&lt; akuu baru balik main genshin dan mau cari kawanbabu atau co-op buddies yang ngga masalah mau bantu gebuk-gebuk... :D ⭐️ kindly read my fcv below! &lt;3 homophobic n 02 voters dni please! 🖐🏻‼️ https://t.co/H27iNAO9KK","2005249911227297919","https://pbs.twimg.com/media/G9QUKpHXMAENWax.jpg","","in","","1","48","0","https://x.com/babufess/status/2005249911227297919","1373592890916491266","babufess"
"2005263743546954011","2025-12-28T13:05:07.000Z","3","haloo sender baru comback lagi main genshin sekalian mau cari kawanbabu dan moots in game buat bantu sender ngalahin musuh2 buat up character 😭😞💔, (anw akun sender semi rant + lil bit kpop) dni: mainly ship account, zionist, basic dni criteria https://t.co/4C8e0exA9t","2005263743546954011","https://pbs.twimg.com/media/G9Qgv12W0AEYG_F.jpg","","in","","0","24","0","https://x.com/babufess/status/2005263743546954011","1373592890916491266","babufess"
"2006213726060376554","2025-12-31T04:00:00.000Z","858","#GenshinImpact #HBD #Zhongli 
Selamat Ulang Tahun, Zhongli!

Seni membentuk adonan memang terkenal di Liyue, bahkan sosok para Adeptus pun bisa dibuat begitu menyerupai aslinya.
Perhatikan alis dan mata Guoba. Meski hanya dari adonan sederhana, karakternya tepat sasaran. https://t.co/WAj1oQwPII","2006213726060376554","https://pbs.twimg.com/media/G9dt_rHXYAA3He2.jpg","","in","","55","14","278","https://x.com/GenshinImpactID/status/2006213726060376554","1605460246645772288","GenshinImpactID"
"2003397699895230882","2025-12-23T09:30:07.000Z","103","babu! buat yg baru-baru maen ataupun yg udah sepuh, mau tau dongg apa yang ngebuat kalian masih tetep stay main genshin di tengah gempuran game-game lain? https://t.co/1zvrzOtRzc","2003397699895230882","https://pbs.twimg.com/media/G81_l2NWsAAlZgH.jpg","","in","","93","163","6","https://x.com/babufess/status/2003397699895230882","1373592890916491266","babufess"
"2044193471016108198","2026-04-14T23:17:57.000Z","528","Dude https://t.co/WRtN0oyX6t","2044193471016108198","https://pbs.twimg.com/media/HF5vHpAWkAAL4lb.png","","en","","20","23","5","https://x.com/jaxonfiles_/status/2044193471016108198","1963452262166269953","jaxonfiles_"
"2004740249260335488","2025-12-27T02:24:56.000Z","99","Penjelasan Masalah Gagal Log In

Dear Traveler,
Karena terjadi permasalahan pada layanan X , beberapa Traveler menjadi tidak dapat log in ke dalam game secara normal.

Setelah masalah diperbaiki, kami akan langsung menginformasikan kepada seluruh Traveler atas tindakan apa yang https://t.co/2dONuh3qKF","2004740249260335488","https://pbs.twimg.com/media/G9JEognWoAAZNDb.jpg","","in","","2","4","4","https://x.com/GenshinImpactID/status/2004740249260335488","1605460246645772288","GenshinImpactID"
"2001658738193637460","2025-12-18T14:20:06.000Z","85","Halo babu! Kebetulan aku baru buat server nih. Ada kah yang mau masuk? Bisa buat cari partner co-op, minta tolong ke sesama, atau temen ngobrol seputaran genshin! Kalau tertarik LAT ya, nanti aku ketuk dmnya :3 https://t.co/aThlLSFPT8","2001658738193637460","https://pbs.twimg.com/media/G8dSA9WWAAA0lb1.jpg","","in","","2","151","1","https://x.com/babufess/status/2001658738193637460","1373592890916491266","babufess"
"2002310517914804625","2025-12-20T09:30:03.000Z","11","babu! menurut kalian char genshin kalau jadi musim bakal jdi musim apa?

Sender first : Kazuha autumn🍁","2002310517914804625","","","in","","6","22","1","https://x.com/babufess/status/2002310517914804625","1373592890916491266","babufess"
"2003036567552561605","2025-12-22T09:35:06.000Z","123","babu! izin bertanya klo spec laptopnya gini kuat main genshin ga ya? ty! https://t.co/a8SFatE8lf","2003036567552561605","https://pbs.twimg.com/media/G8w3JIrXQAAkuRg.jpg","","in","","6","41","0","https://x.com/babufess/status/2003036567552561605","1373592890916491266","babufess"
"2002631382757957671","2025-12-21T06:45:03.000Z","3","babu! cw // rant , ngeluh , spoiler story quest event (jaga-jaga)

story quest event genshin kali ini lama bgt, padahal udah tap2 buat skip tp sampe 20-30 menit sendiri. pls hoyo adain fitur skip story yang gak berkaitan sama AQ 😭😭","2002631382757957671","","","in","","4","2","0","https://x.com/babufess/status/2002631382757957671","1373592890916491266","babufess"
"2001618475186311631","2025-12-18T11:40:07.000Z","32","babu! cw // kpop, hc

guys menurut kalian cowo genshin stan gg apa 🧍‍♀️ boleh nambahin chara dan gg lain yg ga ada di sini (misal : rerir, capitano) https://t.co/WbwEdahHJg","2001618475186311631","https://pbs.twimg.com/media/G8ctZR8XYAAP_fN.jpg","","in","","16","24","3","https://x.com/babufess/status/2001618475186311631","1373592890916491266","babufess"
"2002720721592635516","2025-12-21T12:40:03.000Z","4","Babu! Yang main genshin pake controller boleh tau gak merknya apa? Sender rencana mau pake controller tapi takut gak nyambung ke game nya","2002720721592635516","","","in","","0","16","0","https://x.com/babufess/status/2002720721592635516","1373592890916491266","babufess"
"2001993428297515216","2025-12-19T12:30:03.000Z","3","babu! ada yang pake cloud onetap buat main genshin? aman ngga?","2001993428297515216","","","in","","0","6","0","https://x.com/babufess/status/2001993428297515216","1373592890916491266","babufess"
"2001565600376586745","2025-12-18T08:10:01.000Z","92","#GenshinLunaIII #GenshinImpact 
Preview Event Versi Candra III ""Puisi Malam dari Ujung Utara"" - Edisi 2

Halo Traveler semua! Yuk kita lihat sama-sama event apa saja yang akan dibuka dalam waktu dekat!
* Silakan kunjungi pengumuman Versi Candra III untuk detailnya

Lihat di sini https://t.co/4MNLTNbApI","2001565600376586745","https://pbs.twimg.com/media/G8YFNARW0AQ0T6e.jpg","","in","","4","2","23","https://x.com/GenshinImpactID/status/2001565600376586745","1605460246645772288","GenshinImpactID"
"2001563080740761710","2025-12-18T08:00:00.000Z","239","#GenshinImpact #Varesa #Xilonen 
Pengumuman Event Permohonan ""Candra III"": Edisi 2

Dear Traveler, Event Permohonan ""Perjamuan Tanduk Beradu"", ""Karunia Api Penempa"", dan ""Epitome Invocation"" akan hadir pada 23 Desember!

Lihat Informasi Lebih Lanjut: https://t.co/e54wPHZ4R5 https://t.co/4LqGMPs4Q3","2001563080740761710","https://pbs.twimg.com/media/G8a-mYfXEAAVb7Z.jpg","","in","","33","5","33","https://x.com/GenshinImpactID/status/2001563080740761710","1605460246645772288","GenshinImpactID"
"2002202303885877313","2025-12-20T02:20:03.000Z","0","Babu! Ada yang ke event tomoro x genshin surabaya hari ini?? Sender sendirian... worry not sender bawa jajan kita bisa sharing! Kalau mau dijemput  juga, ayooo.","2002202303885877313","","","in","","0","2","0","https://x.com/babufess/status/2002202303885877313","1373592890916491266","babufess"
"2001983376274714761","2025-12-19T11:50:06.000Z","265","Babu! Menurut kalian masakan di Genshin yang bisa direcook tuh apa aja gusy?
Pic pemanis https://t.co/Kafa7jNUiF","2001983376274714761","https://pbs.twimg.com/media/G8h5RUIXEAAl-5p.jpg","","in","","16","29","10","https://x.com/babufess/status/2001983376274714761","1373592890916491266","babufess"
"2001865074302935514","2025-12-19T04:00:01.000Z","274","#GenshinImpact #HBD #Layla 
Selamat Ulang Tahun, Layla!

""Ugh, tesis ... penelitian ....""
""Semuanya akan beres, jangan khawatir. Nona Layla, silakan pejamkan mata ... rilekskan tubuh ... otot-otot wajah ... alis ... rasakan sedikit hangat di antara alis ... lalu rilekskan bahumu https://t.co/iNLXkg8L8H","2001865074302935514","https://pbs.twimg.com/media/G8f8SwJXQAA73AH.jpg","","in","","11","1","64","https://x.com/GenshinImpactID/status/2001865074302935514","1605460246645772288","GenshinImpactID"
"2002409923049607470","2025-12-20T16:05:03.000Z","1","babu! /mention game lain
sender rencana beli tab dan ada budget &lt;10jt an buat main game (genshin, hsr, infinity nikki) dan taking notes buat belajar aja mending xiaomi pad 7 pro atau nabung lagi buat ipad air m3 tapi storage nya bisa nya yang 256gb aja budget nya :"")","2002409923049607470","","","in","","0","5","0","https://x.com/babufess/status/2002409923049607470","1373592890916491266","babufess"
"2002350782025179415","2025-12-20T12:10:02.000Z","4","babu! halo guys disini ada yang punya server discord seru buat ngobrol dan mabar gitu gak ya? pengen nyari temen buat mabar genshin","2002350782025179415","","","in","","3","11","0","https://x.com/babufess/status/2002350782025179415","1373592890916491266","babufess"
"2005246110676230651","2025-12-28T11:55:03.000Z","236","Babu! My kisah ketika main genshin be like:

Sc: Miaw Miaw 

https://t.co/RnnhMF0gMt","2005246110676230651","","","in","","16","10","56","https://x.com/babufess/status/2005246110676230651","1373592890916491266","babufess"
"2004532674891805085","2025-12-26T12:40:06.000Z","5","Babu! Sender penasaran, ada gak sih yg udah lama main genshin tapi gak pernah top sama sekali? (meskipun itu cuma monthly). Boleh kasih tipsnya? 🥹 https://t.co/fzr9eEb8KR","2004532674891805085","https://pbs.twimg.com/media/G9GH2B_WgAAMAo0.png","","in","","7","7","1","https://x.com/babufess/status/2004532674891805085","1373592890916491266","babufess"
"2005861512817078398","2025-12-30T04:40:26.000Z","61","#NewYearsAdviceFromTeyvat #GenshinMoonInvitation 
[Event Baru] Saran Tahun Baru dari Teyvat

Traveler, ayo ikuti event-nya dan bagikan resolusimu di tahun baru ini! https://t.co/ml6moJGJIp","2005861512817078398","","","in","","0","0","7","https://x.com/GenshinImpactID/status/2005861512817078398","1605460246645772288","GenshinImpactID"
"2003721075205579092","2025-12-24T06:55:06.000Z","3","Babu! Kalau beli welkin di genshin cloud pakai voucher sumsang bisa gak? https://t.co/rhSepaAVVj","2003721075205579092","https://pbs.twimg.com/media/G86lst3WUAAbjYC.png","","in","","0","3","0","https://x.com/babufess/status/2003721075205579092","1373592890916491266","babufess"
"2002260197012582725","2025-12-20T06:10:05.000Z","63","babu! guyss aku kepo dong, titik ter ter stress kalian selama main genshin tuh apa?? sender inget bgt yg paling stress tuh pas ngerjain sacred sakura, lawan ruin hunter di AQ liyue sama trauma puzzle event GAA 2 💔😭 https://t.co/1q1Io6juOz","2002260197012582725","https://pbs.twimg.com/media/G8l1CdDXgAArqmD.jpg","","in","","44","39","3","https://x.com/babufess/status/2002260197012582725","1373592890916491266","babufess"
"2002591105410294092","2025-12-21T04:05:00.000Z","125","#GenshinLunaIII #GenshinImpact #Xilonen 
""Jadwal Pribadi"" Sang Pengrajin — Persentase Perolehan ""Ardent Flames Forge the Soul - Xilonen (Geo)"" Meningkat!

Halo Traveler~ Event Permohonan ""Karunia Api Penempa"" akan dimulai pada 23 Desember dan persentase perolehan ""Ardent Flames https://t.co/2dzL5A6jk3","2002591105410294092","https://pbs.twimg.com/media/G8ngmpVWkAA4WZZ.jpg","","in","","1","0","9","https://x.com/GenshinImpactID/status/2002591105410294092","1605460246645772288","GenshinImpactID"
"1999426503725977774","2025-12-12T10:30:05.000Z","20","Saat memainkan Quest Archon Senandung Bulan Hampa: Bag. V ""Puisi Malam dari Ujung Utara"" sampai ke tahap khusus, Traveler tidak akan dapat menerima atau melakukan Quest Kronik Bulan untuk sementara waktu. Mohon tunggu perkembangan selanjutnya.

#GenshinLunaIII #GenshinImpact","1999426524563341369","","GenshinImpactID","in","","4","4","1","https://x.com/GenshinImpactID/status/1999426524563341369","1605460246645772288","GenshinImpactID"
"2000798062722048467","2025-12-16T05:20:05.000Z","64","Babu! -titipan-
Setelah setahun main genshin dan ngikutin lorenya (terutama lore Nibelung dan para naga), sender jadi sebel sama heavenly principles dan antek2nya. Atp jadi berharap rencana Tsaritsa berhasil buat ngalahin mereka. 🖕🏻 https://t.co/bmsENIUpdL","2000798062722048467","https://pbs.twimg.com/media/G8RDPCHWYAMd5rs.jpg","","in","","5","9","4","https://x.com/babufess/status/2000798062722048467","1373592890916491266","babufess"
"2001502682368864372","2025-12-18T04:00:00.000Z","365","#GenshinImpact #HBD #Neuvillette 
Selamat Ulang Tahun, Neuvillette!

""Komedinya cukup bagus, dan para aktornya juga tampil dengan sangat baik. Hanya saja, dialog ulang tahun yang sengaja mereka tambahkan untukku terasa agak janggal. Jika mereka mempertahankan naskah asli, https://t.co/na2hIsqVox","2001502682368864372","https://pbs.twimg.com/media/G8Xi4FfXQAI0h5u.jpg","","in","","5","0","117","https://x.com/GenshinImpactID/status/2001502682368864372","1605460246645772288","GenshinImpactID"
"1999426503725977774","2025-12-12T10:30:00.000Z","247","Silvermoon Hall kini berdiri kosong ....

#GenshinLunaIII #GenshinImpact https://t.co/ABBbWYHe7j","1999426503725977774","https://pbs.twimg.com/media/G76K1_BXEAA-BpL.jpg","","in","","10","3","61","https://x.com/GenshinImpactID/status/1999426503725977774","1605460246645772288","GenshinImpactID"
"2006274125946409449","2025-12-31T08:00:01.000Z","554","#GenshinLunaIV #GenshinImpact #MemoriesoftheMoon 
Event Web ""Memori Rembulan"" Hadir!

Dear Traveler, ayo kenang kembali momen berhargamu bersama Gadis Bulan!
Ikuti event, buka kenangan bersama Gadis Bulan, dan lakukan pra-registrasi versi baru untuk mendapatkan hingga 160 https://t.co/8XNophuWKD","2006274125946409449","https://pbs.twimg.com/media/G9eIF5sXQAA2YQh.jpg","","in","","6","3","94","https://x.com/GenshinImpactID/status/2006274125946409449","1605460246645772288","GenshinImpactID"
"2006198628566622234","2025-12-31T03:00:01.000Z","703","#GenshinImpact 
Wallpaper Kalender

Halo Traveler! Aku bawakan wallpaper (PC/Mobile/Apple Watch) bulan Januari buat kalian semua nih! Ayo disimpan~

Bagikan postingan ini dengan menggunakan tagar #GenshinImpactCalendar dan bagikan harapan tahun barumu untuk kesempatan mendapatkan https://t.co/RVZAnXQElJ","2006198628566622234","https://pbs.twimg.com/media/G9Z0DnYWQAEZI1h.jpg","","in","","62","3","173","https://x.com/GenshinImpactID/status/2006198628566622234","1605460246645772288","GenshinImpactID"
"2003314623206785154","2025-12-23T04:00:00.000Z","291","#GenshinLunaIII #GenshinImpact 
Wallpaper seri ""Puisi Malam dari Ujung Utara"" sudah dirilis!

Traveler bisa mengunduh wallpaper-nya dengan ukuran lain melalui link ini, loh~
https://t.co/UHjOiajZSY https://t.co/DBEQtA2gT5","2003314623206785154","https://pbs.twimg.com/media/G8xYUZRXsAAkef3.jpg","","in","","3","0","57","https://x.com/GenshinImpactID/status/2003314623206785154","1605460246645772288","GenshinImpactID"
